name,artist,id,danceability,energy,loudness,speechiness,acousticness,tempo,liveness,valence
Jealou$y (feat. Casey Veggies & Kossisko),The Neighbourhood,7ofaLUVPCwrPrKY6Rk6c0b,0.511,0.622,-5.094,0.15,0.14,150.909,0.158,0.296
1 of those Weaks,The Neighbourhood,7BerVNuvBA1li04pN4XK7D,0.68,0.602,-6.875,0.198,0.319,82.538,0.103,0.313
Dangerous (feat. YG),The Neighbourhood,2Dtn6xdm8SZcHPrto79eSK,0.751,0.774,-4.97,0.194,0.207,134.056,0.192,0.496
#icanteven (feat. French Montana),The Neighbourhood,0xSfELjbi6QwmprLDu4Nrx,0.359,0.625,-9.387,0.146,0.114,111.866,0.0787,0.154
Givin & Takin (feat. Danny Seth & DeJ Loaf),The Neighbourhood,25W35sn8lGaiTLQFR31gxO,0.65,0.757,-7.084,0.186,0.408,127.618,0.33,0.548
Prey,The Neighbourhood,38kjFXYgPvtuXCPbHPMGte,0.517,0.779,-5.005,0.0477,0.0258,115.206,0.0622,0.197
Cry Baby,The Neighbourhood,0EfsDEYaSjGYd66Pr881nq,0.581,0.656,-4.891,0.0294,0.00269,108.033,0.101,0.338
The Beach,The Neighbourhood,2u0CelO5c81XS7z3dGpHbS,0.245,0.64,-7.426,0.0608,0.131,135.739,0.0766,0.105
Daddy Issues,The Neighbourhood,5E30LdtzQTGqRvNd7l6kG5,0.588,0.521,-9.461,0.0329,0.0678,85.012,0.123,0.337
Single,The Neighbourhood,5Ma3BlNVDtn3JiwMEafSaq,0.249,0.492,-7.108,0.0352,0.755,54.134,0.243,0.34
R.I.P. 2 My Youth,The Neighbourhood,07VBqWH6NG8L2ad3l84UKk,0.353,0.686,-5.704,0.0534,0.00216,94.47,0.123,0.177
Kill Us All (feat. Denzel Curry),The Neighbourhood,2DBxhQbwnuXDioUVdL33S2,0.547,0.639,-6.958,0.117,0.0137,90.098,0.305,0.399
Scary Love,The Neighbourhood,6TA5aymvVrtiPVbuAwmPIc,0.595,0.636,-5.981,0.0312,9.45e-05,112.008,0.196,0.147
Softcore,The Neighbourhood,2K7xn816oNHJZ0aVqdQsha,0.575,0.568,-5.509,0.03,0.0484,93.986,0.286,0.37
Void,The Neighbourhood,2wXioTynVwrEWYRv6R6vEj,0.534,0.582,-7.912,0.0401,0.047,84.183,0.0883,0.346
You Get Me So High,The Neighbourhood,7zwn1eykZtZ5LODrf7c0tS,0.551,0.881,-6.099,0.0542,0.186,88.036,0.152,0.387
Reflections,The Neighbourhood,2xql0pid3EUwW38AsywxhV,0.648,0.594,-7.027,0.0293,0.114,113.983,0.116,0.544
Blue,The Neighbourhood,3BQbwXb8lMLLRBeLl6HTu8,0.56,0.598,-8.386,0.0388,0.524,82.991,0.172,0.388
Beat Take 1 (feat. Ghostface Killah),The Neighbourhood,4ymD0FxX1fnWszSu9rMAtD,0.582,0.615,-5.98,0.247,0.347,171.907,0.103,0.354
Stuck with Me,The Neighbourhood,6eMeqiSoQYtM8u3vvfth21,0.538,0.742,-6.365,0.0521,0.018,165.951,0.152,0.425
Compass,The Neighbourhood,0YNtAadZvKBBEFARtfoCV8,0.7,0.82,-5.499,0.0329,0.238,109.998,0.658,0.667
Noise,The Neighbourhood,2Wj1cS0hUzWrQPzYgZJj94,0.625,0.85,-3.776,0.0294,0.0164,108.997,0.105,0.736
Heaven,The Neighbourhood,3dMPLD8cuzTtFLv8E7homA,0.55,0.716,-7.403,0.0399,0.0617,75.012,0.134,0.273
Nervous,The Neighbourhood,113xf7t4qNM7038YJvauik,0.589,0.614,-7.528,0.0426,0.0213,119.837,0.31,0.318
Beautiful Oblivion (feat. IDK),The Neighbourhood,0ruhQupkyGoUxmsExWXEoa,0.484,0.492,-8.656,0.319,0.206,97.518,0.344,0.244
Stargazing,The Neighbourhood,0VF7YLIxSQKyNiFL3X6MmN,0.512,0.483,-7.798,0.0298,0.00304,160.009,0.12,0.367
Over the Influence,The Neighbourhood,5VoBizwMwcd2D68EfqxDbO,0.333,0.487,-8.169,0.0342,0.147,188.908,0.0801,0.155
Pretty Boy,The Neighbourhood,3cF2uv9ljbCiFHEGL23aNo,0.578,0.386,-11.464,0.0278,0.208,154.902,0.307,0.569
Lost in Translation,The Neighbourhood,7CUk9X9Qy2nGCNrHVkddiJ,0.568,0.891,-5.786,0.0376,0.000896,104.954,0.357,0.522
Devil's Advocate,The Neighbourhood,6H4agRAgmEuVfuuqIWgAT2,0.662,0.681,-8.152,0.0315,0.0321,98.004,0.508,0.864
Cherry Flavoured,The Neighbourhood,3qyveovuSWvxXEMICuLlp3,0.617,0.574,-9.768,0.0276,0.23,91.769,0.0983,0.396
Silver Lining,The Neighbourhood,6ZPhBXgckw0S3k0zjn2NGJ,0.562,0.53,-7.665,0.0286,0.0226,122.92,0.106,0.391
Leaving Tonight,The Neighbourhood,0p8dPSu0ZGzGYbOhWwenXS,0.565,0.675,-5.439,0.0309,0.0147,119.959,0.102,0.21
Baby Came Home,The Neighbourhood,2Ww3E6lvG1zmWlWnMRak76,0.637,0.552,-5.823,0.0286,0.017,113.029,0.104,0.276
Wires,The Neighbourhood,5v8aEcHcaJIGYpfVVPtJjI,0.568,0.569,-6.013,0.0329,0.0004,72.991,0.342,0.266
A Little Death,The Neighbourhood,0Ot6e3wYVQQ1Us9PM977jE,0.53,0.763,-4.712,0.0332,0.0026,88.013,0.105,0.338
West Coast,The Neighbourhood,4TaY35s44Bf6OQnRK4R8Y5,0.742,0.468,-6.356,0.108,0.162,78.047,0.337,0.456
No Grey,The Neighbourhood,2NNzvsOFpztTUUzk6rcnPH,0.83,0.828,-5.562,0.0494,0.0509,89.905,0.331,0.665
$TING,The Neighbourhood,48YPDmhRIQRiusm5uCz5gX,0.566,0.777,-6.19,0.0505,0.622,134.014,0.0985,0.341
Lost in You,Three Days Grace,1uiwlmWedlNpzAxDSRGqdK,0.434,0.868,-3.503,0.0366,0.0199,162.969,0.162,0.366
Anonymous,Three Days Grace,1xI7M6PDSXLll1dt9j2snA,0.493,0.79,-5.238,0.0435,0.0177,142.42,0.322,0.326
I Hate Everything About You,Three Days Grace,6rUp7v3l8yC4TKxAAR5Bmx,0.498,0.83,-5.157,0.0421,0.00461,89.342,0.139,0.453
The High Road,Three Days Grace,5M7y0vJBmG5TDmOIBN9run,0.442,0.88,-4.187,0.0761,0.0424,142.733,0.153,0.4
Right Left Wrong,Three Days Grace,4i8OPEQ5ZuRooAbJy9WIFz,0.489,0.833,-5.348,0.054,0.0036,135.431,0.111,0.307
Pain,Three Days Grace,5PZ2cqh9Yem2g6cTSOLllz,0.416,0.741,-4.001,0.0335,0.00804,160.515,0.273,0.286
Opposite,Biffy Clyro,5jiUJZ7EQadvIr52caQXUj,0.295,0.439,-6.297,0.0285,0.000474,99.941,0.114,0.171
Be Alright,Dean Lewis,3EPXxR3ImUwfayaurPi3cm,0.553,0.586,-6.319,0.0362,0.697,126.684,0.0813,0.443
Too Late,Dead By Sunrise,326CApbERCzytu8gmUC3Hb,0.407,0.875,-4.841,0.0433,0.0234,164.926,0.144,0.483
Broken,Seether,507bYMYfbm6sUS9iEAaeSd,0.448,0.61,-2.695,0.0342,0.0102,123.762,0.135,0.214
Let Go,Beau Young Prince,5F2AuFzEiuAQD0JVNjVJQz,0.764,0.725,-8.812,0.0576,0.463,100.063,0.109,0.0794
Gone,coldrain,5NFpNDUc9ns0upEeMqqYko,0.473,0.956,-3.376,0.0609,0.00647,89.868,0.14,0.426
Through Glass,Stone Sour,5NeIONQWJ25uPylJBJiO4c,0.545,0.753,-4.618,0.036,0.0417,105.754,0.389,0.434
Drag Me to Hell,Dark Signal,1ESUnPS940SQ1lWSuZ6JO2,0.569,0.927,-3.706,0.0662,4.5e-05,124.963,0.0548,0.384
So What,Three Days Grace,79HeGKO8bLZjvSyVidqTiq,0.514,0.957,-3.505,0.0477,0.00187,142.018,0.412,0.428
Animal I Have Become,Three Days Grace,56sk7jBpZV0CD31G9hEU3b,0.553,0.853,-3.668,0.0339,0.000684,122.023,0.126,0.506
Gone,coldrain,5NFpNDUc9ns0upEeMqqYko,0.473,0.956,-3.376,0.0609,0.00647,89.868,0.14,0.426
everything i wanted,Billie Eilish,3ZCTVFBt2Brf31RLEnCkWJ,0.704,0.225,-14.454,0.0994,0.902,120.006,0.106,0.243
bad guy,Billie Eilish,2Fxmhks0bxGSBdJ92vM42m,0.701,0.425,-10.965,0.375,0.328,135.128,0.1,0.562
Sweater Weather,The Neighbourhood,2QjOHCTQ1Jl3zawyYOpxh6,0.612,0.807,-2.81,0.0336,0.0495,124.053,0.101,0.398
Feel Good Inc.,Gorillaz,0d28khcov6AiegSCpG5TuT,0.818,0.705,-6.679,0.177,0.00836,138.559,0.613,0.772
all the good girls go to hell,Billie Eilish,6IRdLKIyS4p7XNiP8r6rsx,0.726,0.444,-8.922,0.372,0.283,185.044,0.177,0.569
you should see me in a crown,Billie Eilish,3XF5xLJHOQQRbWya6hBp7d,0.678,0.533,-10.485,0.186,0.462,150.455,0.139,0.323
wish you were gay,Billie Eilish,3Fj47GNK2kUF0uaEDgXLaD,0.853,0.351,-10.198,0.241,0.39,118.028,0.752,0.282
when the party's over,Billie Eilish,43zdsphuZLzwA9k4DJhU0I,0.367,0.111,-14.084,0.0972,0.978,82.642,0.0897,0.198
8,Billie Eilish,6X29iaaazwho3ab7GNue5r,0.735,0.235,-13.239,0.315,0.698,62.446,0.107,0.462
my strange addiction,Billie Eilish,3Tc57t9l2O8FwQZtQOvPXK,0.939,0.305,-10.952,0.354,0.35,100.029,0.105,0.563
bury a friend,Billie Eilish,4SSnFejRGlZikf02HLewEF,0.905,0.389,-14.505,0.332,0.74,120.046,0.106,0.196
ilomilo,Billie Eilish,7qEKqBCD2vE5vIBsrUitpD,0.855,0.423,-15.044,0.0585,0.724,120.02,0.0896,0.572
bellyache,Billie Eilish,51NFxnQvaosfDDutk0tams,0.695,0.573,-8.597,0.106,0.46,99.939,0.482,0.408
lovely (with Khalid),Billie Eilish,0u2P5u6lvoDfwTYjAADbn4,0.351,0.296,-10.109,0.0333,0.934,115.284,0.095,0.12
my boy,Billie Eilish,1RGasjWLZ4qMN7wbtkLa3u,0.692,0.394,-8.745,0.207,0.472,89.936,0.117,0.324
bitches broken hearts,Billie Eilish,5t3Vk8bRKylx4fjj7qlbib,0.778,0.422,-10.114,0.0482,0.921,120.033,0.0958,0.187
ocean eyes,Billie Eilish,7hDVYcQq6MxkdJGweuCtl9,0.511,0.363,-7.65,0.041,0.816,144.892,0.084,0.169
COPYCAT,Billie Eilish,5w7wuzMzsDer96KqxafeRK,0.679,0.388,-10.977,0.0932,0.353,124.909,0.341,0.234
Bored,Billie Eilish,04sN26COy28wTXYj3dMoiZ,0.614,0.318,-12.695,0.0478,0.896,119.959,0.0795,0.112
come out and play,Billie Eilish,7wC5eZcFS1Q1BsQ35DU6H4,0.64,0.321,-14.604,0.0931,0.693,145.045,0.114,0.177
watch,Billie Eilish,7eB1V5LvAdxCc7brfGhRRo,0.441,0.599,-8.985,0.225,0.333,165.212,0.103,0.35
MyBoi - TroyBoi Remix,Billie Eilish,1T3E8z6VMXSsACrBSQHTkN,0.879,0.58,-4.797,0.0883,0.00626,92.004,0.0653,0.312
&burn (with Vince Staples),Billie Eilish,7uX3gufAoBVqKVoD3dBLLD,0.776,0.379,-9.351,0.331,0.213,82.531,0.0969,0.346
Daddy Issues,The Neighbourhood,5E30LdtzQTGqRvNd7l6kG5,0.588,0.521,-9.461,0.0329,0.0678,85.012,0.123,0.337
Wires,The Neighbourhood,5v8aEcHcaJIGYpfVVPtJjI,0.568,0.569,-6.013,0.0329,0.0004,72.991,0.342,0.266
Afraid,The Neighbourhood,7brQHA2CgQpcMBiOlfiXYb,0.464,0.701,-5.693,0.0411,0.00892,83.996,0.335,0.356
Cry Baby,The Neighbourhood,0EfsDEYaSjGYd66Pr881nq,0.581,0.656,-4.891,0.0294,0.00269,108.033,0.101,0.338
Compass,The Neighbourhood,0YNtAadZvKBBEFARtfoCV8,0.7,0.82,-5.499,0.0329,0.238,109.998,0.658,0.667
Pretty Boy,The Neighbourhood,6Q5mJdY0XcBLNVq9NLZuto,0.578,0.386,-11.464,0.0278,0.208,154.902,0.307,0.569
Nervous,The Neighbourhood,113xf7t4qNM7038YJvauik,0.589,0.614,-7.528,0.0426,0.0213,119.837,0.31,0.318
W.D.Y.W.F.M?,The Neighbourhood,3vooOYHU0Fi3ViCG7Ozh0Y,0.557,0.845,-2.926,0.0346,0.0303,123.997,0.354,0.508
A Little Death,The Neighbourhood,0Ot6e3wYVQQ1Us9PM977jE,0.53,0.763,-4.712,0.0332,0.0026,88.013,0.105,0.338
Reflections,The Neighbourhood,2xql0pid3EUwW38AsywxhV,0.648,0.594,-7.027,0.0293,0.114,113.983,0.116,0.544
Flawless,The Neighbourhood,2Kt1XplPBQBsDKQDa6TssB,0.568,0.871,-3.453,0.0308,0.0553,119.99,0.303,0.374
Devil's Advocate,The Neighbourhood,4XfI7M5gLwEY84gYiH4RDD,0.662,0.681,-8.152,0.0315,0.0321,98.004,0.508,0.864
Single,The Neighbourhood,5Ma3BlNVDtn3JiwMEafSaq,0.249,0.492,-7.108,0.0352,0.755,54.134,0.243,0.34
You Get Me So High,The Neighbourhood,7zwn1eykZtZ5LODrf7c0tS,0.551,0.881,-6.099,0.0542,0.186,88.036,0.152,0.387
Female Robbery,The Neighbourhood,4BDnfINTlfJPmLp1UV6CXt,0.519,0.897,-3.167,0.0276,0.0071,88.113,0.211,0.335
Cherry Flavoured,The Neighbourhood,40iocOzytrqaRn5RbGPDNp,0.617,0.574,-9.768,0.0276,0.23,91.769,0.0983,0.396
Prey,The Neighbourhood,38kjFXYgPvtuXCPbHPMGte,0.517,0.779,-5.005,0.0477,0.0258,115.206,0.0622,0.197
Void,The Neighbourhood,2wXioTynVwrEWYRv6R6vEj,0.534,0.582,-7.912,0.0401,0.047,84.183,0.0883,0.346
Alleyways,The Neighbourhood,4V37tyDu9CtqYshvrgLke4,0.622,0.831,-4.819,0.0273,0.00102,101.03,0.119,0.363
West Coast,The Neighbourhood,4TaY35s44Bf6OQnRK4R8Y5,0.742,0.468,-6.356,0.108,0.162,78.047,0.337,0.456
Yellow Box,The Neighbourhood,6IBCA5bu9eIBOsaoO0MqJj,0.598,0.575,-11.6,0.0484,0.0776,106.972,0.0925,0.268
Lurk,The Neighbourhood,6NK6BSGwtmJ1HTOCYRWslQ,0.723,0.653,-6.319,0.0347,0.0921,125.444,0.0881,0.193
$TING,The Neighbourhood,48YPDmhRIQRiusm5uCz5gX,0.566,0.777,-6.19,0.0505,0.622,134.014,0.0985,0.341
Baby Came Home,The Neighbourhood,3ypXE4brttsQR3OLLZbLZB,0.639,0.571,-5.766,0.0284,0.0127,113.037,0.0963,0.273
No Grey,The Neighbourhood,2NNzvsOFpztTUUzk6rcnPH,0.83,0.828,-5.562,0.0494,0.0509,89.905,0.331,0.665
Jealou$y (feat. Casey Veggies & Kossisko),The Neighbourhood,7ofaLUVPCwrPrKY6Rk6c0b,0.511,0.622,-5.094,0.15,0.14,150.909,0.158,0.296
Leaving Tonight,The Neighbourhood,6C0T7QMpmeDoDkke32Ctqb,0.566,0.681,-5.443,0.0299,0.0149,119.916,0.104,0.187
Dangerous (feat. YG),The Neighbourhood,2Dtn6xdm8SZcHPrto79eSK,0.751,0.774,-4.97,0.194,0.207,134.056,0.192,0.496
1 of those Weaks,The Neighbourhood,7BerVNuvBA1li04pN4XK7D,0.68,0.602,-6.875,0.198,0.319,82.538,0.103,0.313
Pac-Man (feat. ScHoolboy Q),Gorillaz,4hURm1oP1rE1KZ4zd7mRay,0.762,0.809,-5.454,0.0961,0.273,96.042,0.333,0.731
Re-Hash,Gorillaz,0dYN5MqKzCfdpDb1bgvdsm,0.837,0.79,-6.717,0.0933,0.0274,100.293,0.0569,0.782
Tomorrow Comes Today,Gorillaz,6BL4PpswVjH9BAajbIbpmZ,0.751,0.596,-4.594,0.0302,0.0071,93.213,0.103,0.561
Clint Eastwood,Gorillaz,1RKUoGiLEbcXN4GY4spQDx,0.663,0.694,-8.627,0.172,0.0249,167.964,0.0698,0.524
19-2000,Gorillaz,71koAFCnGnugRdGIDfS7f4,0.815,0.72,-7.311,0.0536,0.177,89.916,0.16,0.946
Kids with Guns,Gorillaz,0eEgMbSzOHmkOeVuNC3E0k,0.838,0.475,-5.505,0.036,0.000417,106.217,0.226,0.711
El Mañana,Gorillaz,0dcMqjeDpwqB2xhzMsld0p,0.644,0.728,-8.396,0.029,0.000988,132.488,0.473,0.607
Every Planet We Reach Is Dead,Gorillaz,2pw9RZWZibttZzoFhwjuy6,0.579,0.493,-7.062,0.0271,0.0168,88.172,0.0752,0.367
November Has Come,Gorillaz,6lrDckuosGpwEHtm1hHBcf,0.702,0.567,-8.561,0.239,0.0815,84.153,0.0864,0.667
All Alone,Gorillaz,76Ug1q4l6rGwJ2ubV5wh3X,0.585,0.809,-7.837,0.125,0.00144,148.151,0.272,0.456
DARE,Gorillaz,4Hff1IjRbLGeLgFgxvHflk,0.76,0.891,-5.852,0.0372,0.0229,120.264,0.298,0.966
HillBilly Man,Gorillaz,55HXEV6zhbhKEClHrNh4k7,0.799,0.441,-8.475,0.0412,0.217,120.048,0.0883,0.431
Shy-town,Gorillaz,1RBOXCG0fAegmM4VSz2MkZ,0.476,0.492,-5.77,0.029,0.184,137.959,0.385,0.209
Aspen Forest,Gorillaz,0KeMHlFziLlmw5AVLpI3L2,0.765,0.643,-12.766,0.0296,0.302,130.004,0.354,0.812
Stylo (feat. Mos Def and Bobby Womack),Gorillaz,6LUfuyLgvgqrykiTE6sJHY,0.686,0.751,-5.747,0.0604,0.00604,100.222,0.0979,0.851
Superfast Jellyfish (feat. Gruff Rhys and De La Soul),Gorillaz,1UJNbgfTzG1gZZTWFJdMf1,0.705,0.751,-4.767,0.287,0.0598,80.727,0.907,0.819
Some Kind of Nature (feat. Lou Reed),Gorillaz,4M88Wd7Aps5LGRWMOC7gSH,0.769,0.75,-5.092,0.0304,0.115,97.229,0.0909,0.942
Broken,Gorillaz,3THFKx88trZuOFlssVLJ5G,0.493,0.918,-4.618,0.034,0.00452,158.897,0.427,0.703
Sweepstakes (feat. Mos Def and Hypnotic Brass Ensemble),Gorillaz,5SM5amC17V4itA5jxIICjS,0.724,0.803,-4.017,0.178,0.114,138.17,0.214,0.565
Strobelite (feat. Peven Everett),Gorillaz,6XGddj522FQRHXEhBtjiJu,0.64,0.864,-4.909,0.0869,0.0409,105.107,0.136,0.497
Momentz (feat. De La Soul),Gorillaz,2RCp9QBnFSxdKe8RD4xF8s,0.781,0.98,-5.077,0.285,0.0549,140.235,0.597,0.487
Submission (feat. Danny Brown & Kelela),Gorillaz,2W4yTO3qHdqyvbz2UxfIPh,0.677,0.83,-3.96,0.0489,0.00697,137.997,0.134,0.612
Andromeda (feat. DRAM),Gorillaz,2C0KFbb4v9CNWR5c9jWcKC,0.788,0.472,-9.021,0.0475,0.003,130.084,0.59,0.257
She's My Collar (feat. Kali Uchis),Gorillaz,3lIxtCaROdRDuTnNBDm3n2,0.726,0.815,-5.886,0.0313,0.00799,140.158,0.112,0.462
"The Apprentice (feat. Rag'n'Bone Man, Zebra Katz & RAY BLK)",Gorillaz,67fRHOlaYQQFG67D9DkdnW,0.446,0.648,-6.773,0.3,0.182,86.021,0.348,0.696
Humility (feat. George Benson),Gorillaz,3NeiYiBn3rQBgurfVk92Zm,0.632,0.807,-5.893,0.126,0.144,160.174,0.125,0.784
Tranz,Gorillaz,7jYUaoOfdcYgUvkK8NnFfx,0.649,0.883,-5.058,0.0306,0.0324,135.141,0.0658,0.779
Hollywood (feat. Snoop Dogg & Jamie Principle),Gorillaz,0P2Dxoy0mdzM9NlFQoLZbc,0.685,0.631,-10.338,0.0926,0.0249,104.126,0.211,0.72
Lake Zurich,Gorillaz,0RC23Ua9z3HUD9ssrX2VGj,0.618,0.886,-6.099,0.033,0.000108,115.082,0.0821,0.779
Souk Eye,Gorillaz,4fjzDf54eBNOlW45mNe14U,0.64,0.853,-7.996,0.031,0.43,124.122,0.156,0.829
Pac-Man (feat. ScHoolboy Q),Gorillaz,4hURm1oP1rE1KZ4zd7mRay,0.762,0.809,-5.454,0.0961,0.273,96.042,0.333,0.731
The Pink Phantom (feat. Elton John and 6LACK),Gorillaz,6XyFC44z3MyVMd5ZrctiWL,0.485,0.484,-8.156,0.0348,0.498,64.474,0.0607,0.493
Désolé (feat. Fatoumata Diawara) - Extended Version,Gorillaz,7rhtPZkcGCWgA3kizGwXwO,0.73,0.688,-7.912,0.028,0.337,136.002,0.0727,0.861
Memories,Maroon 5,2b8fOow8UzyDFAE27YhOZM,0.764,0.32,-7.209,0.0546,0.837,91.019,0.0822,0.575
Memories (feat. Kid Cudi),David Guetta,5xYC48nOppVemY6U5GRGTb,0.546,0.916,-3.932,0.255,0.00144,129.983,0.251,0.375
Therefore I Am,Billie Eilish,54bFM56PmE4YLRnqpW6Tha,0.889,0.34,-7.773,0.0697,0.218,94.009,0.055,0.716
Born For This,The Score,5Sco7mbJy7p7vdDtJW10fZ,0.631,0.684,-6.27,0.0405,0.0576,129.974,0.0938,0.528
Warriors,Asketa & Natan Chaim,67CXgSwER3AaTU67HhxJCO,0.772,0.974,-2.985,0.182,0.0731,105.024,0.133,0.426
My World Now,7kingZ,6tYg8lstbIXTDt8IKlBnG6,0.676,0.855,-5.625,0.255,0.111,80.016,0.142,0.429
Unstoppable,Rakefire,78SQwY70QIOdWEVaQ5PAI8,0.683,0.727,-7.444,0.0326,0.0108,124.904,0.0776,0.672
Crown,NEFFEX,20ICJSg5xQOqEwBaQ4ho9m,0.884,0.697,-6.832,0.181,0.102,99.996,0.101,0.392
We Own It (Fast & Furious),2 Chainz,2OQJKTtrH482waGFmOfJni,0.563,0.902,-4.586,0.402,0.0545,171.999,0.0524,0.559
Fight Back,NEFFEX,6KigD0mlF4VGDYiSEzAyYw,0.716,0.946,-3.412,0.261,0.094,139.943,0.0825,0.587
Never Give Up,NEFFEX,2C5lZX5kpXYsvb9W6takit,0.672,0.766,-4.103,0.365,0.264,169.92,0.125,0.675
Unstoppable,The Score,6rrKbzJGGDlSZgLphopS49,0.485,0.843,-3.993,0.0467,0.00129,78.001,0.14,0.602
Greatest,NEFFEX,4gJcY9BV8HzYuNtxWa94Ip,0.827,0.854,-3.508,0.133,0.247,105.1,0.377,0.462
Make It,NEFFEX,2SvIoSUXN98WpqnD1B5YWp,0.796,0.748,-7.638,0.127,0.12,140.022,0.14,0.264
Unstoppable,NEFFEX,7jwJ2xu3kopLsdhulkrriV,0.738,0.874,-5.24,0.216,0.011,160.04,0.098,0.545
Can't Be Touched (feat. Mr. Magic & Trouble),Roy Jones Jr.,3zmduBNsQ6BPDTZAkXzG5K,0.642,0.777,-4.809,0.094,0.00323,96.986,0.227,0.413
A組、救助へ出動!,Yuki Hayashi,0JdRu5F8mMBxES1bTXANeo,0.447,0.957,-5.596,0.0855,2.69e-05,95.02,0.266,0.263
Feel Invincible,Skillet,0i8JFpqe9cKwnrcvoNgl1L,0.603,0.886,-3.777,0.0837,0.00045,126.025,0.26,0.395
Watch Me,NEFFEX,5qoeS0ok2f2VYTnDnHfgmQ,0.4,0.71,-4.77,0.41,0.0624,83.296,0.355,0.282
What It Takes,Adelitas Way,5f7CQQlWscLYxkdzaKWx5Q,0.516,0.877,-4.358,0.0755,0.00144,174.173,0.094,0.625
Hustler,Zayde Wølf,0RmUjJteEkkF5kKdhEfwNe,0.575,0.857,-4.288,0.0456,0.0393,81.999,0.0919,0.888
Stronger,The Score,0VeoSHlgashtg5JYPJjl15,0.267,0.67,-4.688,0.0807,0.0232,191.883,0.312,0.114
"You Will Know Our Names (From ""Xenoblade Chronicles"")",FamilyJules,428HQh9G3bvjLcv6a2yWDY,0.285,0.845,-5.248,0.059,1.76e-06,176.043,0.483,0.475
The Fire,Clear Blue Fire,00yLUIGEIYaBa6BmBuOfmK,0.585,0.565,-7.504,0.0313,0.222,86.978,0.0979,0.292
Legendary,Skillet,2pYaGdqXBrl8MdvuwgtBb7,0.548,0.924,-4.48,0.0689,0.00033,124.031,0.162,0.242
Throne,Bring Me The Horizon,5tYqrn7cItYhDGDLHt8XuH,0.425,0.882,-3.71,0.0918,0.000673,144.117,0.28,0.399
Undefeated,Skillet,7sCQbcrVlIKoIjOpR3Oj5N,0.684,0.992,-1.893,0.0748,0.00134,133.963,0.878,0.757
'Till I Collapse,Eminem,4xkOaSrkexMciUUogZKVTS,0.548,0.847,-3.237,0.186,0.0622,171.447,0.0816,0.1
Living Legend,Club Danger,6PR0vTTgkUpPIKiR4W9JRf,0.49,0.865,-6.858,0.0636,0.000258,90.042,0.067,0.479
'Bout To Get Real,7kingZ,2j2ICqhEgtok52bl13tobQ,0.749,0.85,-6.689,0.114,0.0031,129.956,0.117,0.367
Ready to Play,Club Danger,3oBwbMoHAPq5ZVLy8Tscoj,0.58,0.722,-6.177,0.0407,0.063,130.058,0.141,0.478
Start It Up,Campfire,26shB00cj3uJaZAje86Zta,0.677,0.609,-9.98,0.328,0.1,94.391,0.362,0.658
Nothin' Like This,Clear Blue Fire,7JxPUdoAyCYfGdWU6FQmUG,0.557,0.89,-4.618,0.0341,0.178,84.997,0.163,0.631
Animal,Stone,0vqdRORVjiTEUldhIP5TSF,0.59,0.643,-7.601,0.0833,0.000247,126.978,0.408,0.157
I'm Dangerous,The EverLove,7K0WZ75nHqj450OYd3ZywF,0.691,0.841,-7.026,0.0436,0.00438,92.025,0.31,0.755
Turn Over,Anime Kei,7HJxtMoUaqML7kLkBcyc4k,0.498,0.781,-8.528,0.0339,5.98e-05,160.046,0.365,0.581
Fighting Spirit,Anime Kei,1k9tKcxbePST2QOQB73r4i,0.631,0.856,-8.216,0.0558,0.00805,105.003,0.0998,0.243
Who I Am,The Score,4zIJHigfguvdm3O8c9KPeo,0.547,0.689,-5.207,0.0335,0.0113,80.041,0.15,0.647
What's Up Danger (with Black Caviar),Blackway,5zsHmE2gO3RefVsPyw2e3T,0.701,0.755,-5.82,0.0417,0.00363,95.036,0.121,0.116
Carry On,The Score,58hzFlHm1gKIJzRMSt0vWV,0.549,0.74,-5.564,0.0324,0.0215,92.031,0.191,0.397
RISE,League of Legends,69Sy7207dnixZ6w7RSV9Kb,0.459,0.663,-5.939,0.1,0.0169,176.791,0.0621,0.412
The Champion,The Score,5AU57UY8wDFicbZw8E6mw2,0.407,0.653,-5.901,0.035,0.000935,85.985,0.402,0.355
The End,Zero 9:36,1YaB0iZV5u5cXEI4VJR4cl,0.562,0.971,-4.239,0.0892,0.00401,108.047,0.361,0.598
Pull It Together,Kasano,5jbWR2X1VXT0OSmaVQDlFx,0.57,0.889,-3.739,0.151,0.018,160.162,0.228,0.561
Second to None,Styles Of Beyond,74tniZL9pNCKMnJYC5KfrW,0.731,0.901,-5.495,0.181,0.0232,110.047,0.335,0.804
Get Away,Moccasin Creek,7IDc9k3wHZl2cCtqzXXpKZ,0.317,0.841,-4.182,0.157,0.0506,98.862,0.138,0.617
MEGALOBOX,mabanua,2vxHrSaXpVIWM6iMPSdJiI,0.457,0.827,-4.623,0.0374,3.93e-05,166.011,0.126,0.719
Beginning of the fight,mabanua,0ZVxRlcQZMPiTADrjYabUZ,0.698,0.832,-5.764,0.0866,0.0014,90.018,0.0903,0.574
Enter the arena,mabanua,6IX3ZqP8tKlfZg9FJ6tNlq,0.51,0.944,-5.591,0.0918,3.75e-06,93.053,0.404,0.44
Re-Hash,Gorillaz,0dYN5MqKzCfdpDb1bgvdsm,0.837,0.79,-6.717,0.0933,0.0274,100.293,0.0569,0.782
